variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional,decision_modulo,justificacion
RXOXYMMIS,RC-OXYMORPHONE PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47288,99.977,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXPROVANY,RC-PROVIGIL PRODUCTS- ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47274,99.947,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXPROVMIS,RC-PROVIGIL PRODUCTS- PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47298,99.998,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXSOMAANY,RC-SOMA PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47253,99.903,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXSOMAMIS,RC-SOMA PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47291,99.983,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXTEMAANY,RC-TEMAZEPAM PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47282,99.964,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXTRAMANY2,RC-TRAMADOL PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47204,99.799,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXTRAMMIS,RC-TRAMADOL PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47277,99.953,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXTRIAANY,RC-TRIAZOLAM PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47282,99.964,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXZALEANY,RC-ZALEPLON PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47276,99.951,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXZOHYANY2,RC-ZOHYDRO ER - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47219,99.831,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXZOHYMIS,RC-ZOHYDRO ER - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47289,99.979,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXZOLPANY,RC-ZOLPIDEM PRODUCTS - ANY PAST YEAR USE,RECODED DRUG USE,Recodificada,47278,99.956,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
RXZOLPMIS,RC-ZOLPIDEM PRODUCTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SALVIAFLAG,RC-SALVIA - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SALVIAMON,RC-SALVIA - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SALVIAYR,RC-SALVIA - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEDANYFLAG,RC-ANY SEDATIVES - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEDANYYR,RC-ANY SEDATIVES - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEDMAINRSN,RC-MAIN REASON FOR MISUSING SEDATIVES LAST EPISODE,RECODED DRUG USE,Recodificada,47045,99.463,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEDNDAYPM,RC-# OF DAYS MISUSED SEDATIVES IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEDNMFLAG,RC-SEDATIVES - EVER MISUSED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEDNMMON,RC-SEDATIVES - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEDNMYR,RC-SEDATIVES - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SMKLSMDAYS,RC-# OF DAYS USED SMOKELESS TOBACCO IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SMKLSSFLAG,RC-SMOKELESS TOBACCO - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SMKLSSMON,RC-SMOKELESS TOBACCO - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SMKLSSYR,RC-SMOKELESS TOBACCO - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SOLVENEVER2,"RC-EVER INHALED LACQUER THINNER, OTHER PAINT SOLVENTS",RECODED DRUG USE,Recodificada,47293,99.987,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SPAINTEVER2,RC-EVER INHALED SPRAY PAINTS,RECODED DRUG USE,Recodificada,47295,99.992,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCCLFRPNR,RC-COLLAPSED SOURCE OF FRND/REL PAIN RLVRS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,401,0.848,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCCLFRSED,RC-COLLAPSED SOURCE OF FRND/REL SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,Recodificada,55,0.116,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCCLFRSTM,RC-COLLAPSED SOURCE OF FRND/REL STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,437,0.924,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCCLFRTRQ,RC-COLLAPSED SOURCE OF FRND/REL TRANQLZRS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,297,0.628,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCFRPNRNM,RC-SOURCE OF FRIEND/RELATIVE PAIN RELIEVERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,401,0.848,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCFRSEDNM,RC-SOURCE OF FRIEND/RELATIVE SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,Recodificada,55,0.116,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCFRSTMNM,RC-SOURCE OF FRIEND/RELATIVE STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,437,0.924,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCFRTRQNM,RC-SOURCE OF FRIEND/RELATIVE TRANQUILIZERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,297,0.628,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCPNRNM2,RC-SOURCE OF PAIN RELIEVERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCSEDNM2,RC-SOURCE OF SEDATIVES FOR LAST MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCSTMNM2,RC-SOURCE OF STIMULANTS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SRCTRQNM2,RC-SOURCE OF TRANQUILIZERS FOR LAST MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
STMANYFLAG,RC-ANY STIMULANTS - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
STMANYYR,RC-ANY STIMULANTS - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
STMMAINRSN,RC-MAIN REASON FOR MISUSING STIMULANTS LAST EPISODE,RECODED DRUG USE,Recodificada,47083,99.543,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
STMNDAYPM,RC-# OF DAYS MISUSED STIMULANTS IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
STMNMFLAG,RC-STIMULANTS - EVER MISUSED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
STMNMMON,RC-STIMULANTS - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
STMNMYR,RC-STIMULANTS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBALCFLG,RC-TOBACCO PRODUCT OR ALCOHOL - EVER USED,RECODED DRUG USE,Recodificada,40345,85.298,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBALCMN,RC-TOBACCO PRODUCT OR ALCOHOL - PAST MONTH USE,RECODED DRUG USE,Recodificada,27317,57.754,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBALCYR,RC-TOBACCO PRODUCT OR ALCOHOL - PAST YEAR USE,RECODED DRUG USE,Recodificada,34297,72.511,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBCIGONL,RC-CIGARETTE/NONCIGARETTE TOBACCO ONLY - PAST MONTH USE,RECODED DRUG USE,Recodificada,8501,17.973,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBCIGVAP2,RC-NIC VAPING AND CIG/NONCIG TOBACCO COMBINATIONS-PM USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBFLAG,RC-ANY TOBACCO - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBMON,RC-ANY TOBACCO - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBVAPONL2,RC-NIC VAPING / TOBACCO PRODUCTS ONLY - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBVNICFLAG,RC-ANY TOBACCO PRODUCTS OR NICOTINE VAPING - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBVNICMON,RC-ANY TOBACCO PRODUCTS OR NICOTINE VAPING - PAST MONTH USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBVNICYR,RC-ANY TOBACCO PRODUCTS OR NICOTINE VAPING - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TOBYR,RC-ANY TOBACCO - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TQSDANYFLG,RC-ANY TRANQUILIZERS OR SEDATIVES - EVER USED,RECODED DRUG USE,Recodificada,10902,23.049,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TQSDANYYR,RC-ANY TRANQUILIZERS OR SEDATIVES - PAST YEAR USE,RECODED DRUG USE,Recodificada,6304,13.328,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TQSDNMFLAG,RC-TRANQUILIZERS OR SEDATIVES - EVER MISUSED,RECODED DRUG USE,Recodificada,2287,4.835,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TQSDNMMON,RC-TRANQUILIZERS OR SEDATIVES - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,265,0.56,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TQSDNMYR,RC-TRANQUILIZERS OR SEDATIVES - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,874,1.848,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TRQANYFLAG,RC-ANY TRANQUILIZERS - EVER USED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TRQANYYR,RC-ANY TRANQUILIZERS - PAST YEAR USE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TRQMAINRSN,RC-MAIN REASON FOR MISUSING TRANQUILIZERS LAST EPISODE,RECODED DRUG USE,Recodificada,47118,99.617,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TRQNDAYPM,RC-# OF DAYS MISUSED TRANQUILIZERS IN PAST MONTH,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TRQNMFLAG,RC-TRANQUILIZERS - EVER MISUSED,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TRQNMMON,RC-TRANQUILIZERS - PAST MONTH MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TRQNMYR,RC-TRANQUILIZERS - PAST YEAR MISUSE,RECODED DRUG USE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ENRLCOLLFT2,RC-COLLEGE ENROLLMENT-FULL TIME,RECODED EDUCATION,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ENRLCOLLST2,RC-COLLEGE ENROLLMENT,RECODED EDUCATION,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
BMI2,RC-BODY MASS INDEX (BMI),RECODED HEALTH,Recodificada,45049,95.243,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
PREGST,RC-PREGNANCY STATUS OF FEMALES AGED 12-50,RECODED HEALTH,Recodificada,19839,41.944,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
TELEAPTYR2,RC-TALK TO DOC ABOUT VIRTUAL SERVICE TREATMENT-PAST YEAR,RECODED HEALTH,Recodificada,46272,97.829,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ANYHLTI2,COVERED BY ANY HEALTH INSURANCE - RECODE,RECODED HEALTH INSURANCE,Recodificada,45248,95.664,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HLCALL99,YES TO MEDICARE/MEDICAID/CHAMPUS/PRVHLTIN,RECODED HEALTH INSURANCE,Recodificada,18,0.038,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
IRINSUR4,RC-OVERALL HEALTH INSURANCE - IMPUTATION REVISED,RECODED HEALTH INSURANCE,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
OTHINS,"RC-HEALTH INSURANCE OTHER THAN PRIVATE, MEDICAID/CHIP",RECODED HEALTH INSURANCE,Recodificada,9348,19.764,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GOVTPROG,RC-PARTICIPATED IN ONE OR MORE GOVT ASSIST PROGRAMS,RECODED INCOME,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
INCOME,RC-TOTAL FAMILY INCOME RECODE,RECODED INCOME,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
POVERTY3,RC-POVERTY LEVEL (% OF US CENSUS POVERTY THRESHOLD),RECODED INCOME,Recodificada,47163,99.712,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
APPDRGMON2,RC-APPROACHED BY SOMEONE SELLING DRUGS,RECODED RISK/AVAILABILITY,Recodificada,46921,99.201,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
DIFOBTCOC,RC-COCAINE FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,9550,20.191,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
DIFOBTCRK,RC-CRACK FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,6868,14.52,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
DIFOBTHER,RC-HEROIN FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,6152,13.007,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
DIFOBTLSD,RC-LSD FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,6654,14.068,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
DIFOBTMRJ,RC-MARIJUANA FAIRLY OR VERY EASY TO OBTAIN,RECODED RISK/AVAILABILITY,Recodificada,33684,71.215,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GRSKBNGDLY,RC-GREAT RISK:  HAVE 4-5 ALC DRINKS PER DAY,RECODED RISK/AVAILABILITY,Recodificada,32448,68.602,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GRSKBNGWK,RC-GREAT RISK:  HAVE 5+ ALC DRINKS 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,21176,44.771,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GRSKCIGPKD,RC-GREAT RISK:  SMOKE 1+ PACKS CIGARETTES PER DAY,RECODED RISK/AVAILABILITY,Recodificada,30939,65.412,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GRSKCOCMON,RC-GREAT RISK:  USE COCAINE ONCE A MONTH,RECODED RISK/AVAILABILITY,Recodificada,29886,63.185,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GRSKCOCWK,RC-GREAT RISK:  USE COCAINE 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,38520,81.439,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GRSKHERTRY,RC-GREAT RISK:  TRYING HEROIN ONCE OR TWICE,RECODED RISK/AVAILABILITY,Recodificada,37676,79.655,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GRSKHERWK,RC-GREAT RISK:  USE HEROIN 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,42879,90.655,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GRSKLSDTRY,RC-GREAT RISK:  TRYING LSD ONCE OR TWICE,RECODED RISK/AVAILABILITY,Recodificada,23642,49.984,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GRSKLSDWK,RC-GREAT RISK:  USE LSD 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,31765,67.158,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GRSKMRJMON,RC-GREAT RISK:  USE MARIJUANA ONCE A MONTH,RECODED RISK/AVAILABILITY,Recodificada,8026,16.969,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GRSKMRJWK,RC-GREAT RISK:  USE MARIJUANA 1-2 TIMES PER WEEK,RECODED RISK/AVAILABILITY,Recodificada,9746,20.605,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
ANYNDLREC,RC-MOST RECENT USE OF ANY DRUG WITH A NEEDLE,RECODED SPECIAL DRUGS,Recodificada,47028,99.427,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
CHMNDLREC,RC-MOST RECENT USE OF COC/HER/METH WITH A NEEDLE,RECODED SPECIAL DRUGS,Recodificada,47192,99.774,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
COCNEDEVER,RC-EVER USED A NEEDLE TO INJECT COCAINE,RECODED SPECIAL DRUGS,Recodificada,47255,99.907,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GHBFLAG,RC-GHB - EVER USED,RECODED SPECIAL DRUGS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GHBMON,RC-GHB - PAST MONTH USE,RECODED SPECIAL DRUGS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
GHBYR,RC-GHB - PAST YEAR USE,RECODED SPECIAL DRUGS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERNEDEVER,RC-EVER USED A NEEDLE TO INJECT HEROIN,RECODED SPECIAL DRUGS,Recodificada,47289,99.979,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERSMOEVER,RC-EVER SMOKED HEROIN,RECODED SPECIAL DRUGS,Recodificada,47288,99.977,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
HERSNIEVER,RC-EVER SNIFFED HEROIN,RECODED SPECIAL DRUGS,Recodificada,47288,99.977,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
MTHNEDEVER,RC-EVER USED NEEDLE TO INJECT METHAMPHETAMINE,RECODED SPECIAL DRUGS,Recodificada,47279,99.958,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NPCOLDFLAG,RC-NONPRESCRIPTION COUGH OR COLD MEDS - EVER USED,RECODED SPECIAL DRUGS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NPCOLDMON,RC-NONPRESCRIPTION COUGH OR COLD MEDS - PAST MONTH USE,RECODED SPECIAL DRUGS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
NPCOLDYR,RC-NONPRESCRIPTION COUGH OR COLD MEDS - PAST YEAR USE,RECODED SPECIAL DRUGS,Recodificada,47299,100.0,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEVYROPPRANY,"RC-RX OPIOID USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,747,1.579,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEVYRPNRANY2,"RC-PAIN RELIEVER USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,784,1.658,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
SEVYRSEDANY,"RC-SEDATIVE USE DISORDER SEVERITY, PY USERS",RECODED SUBSTANCE USE DISORDER,Recodificada,160,0.338,False,False,False,Conservar como predictor principal,Conservar como predictor principal,"Dominio contextual, antecedente o versión analítica resumida"
